vendor,legal_name,entities,category,federal_tax_classification,tax_address_on_file,contacts,active,spend_all_time,spend_365d,ramp_vendor_uuids
Mcg Dot Garage 31,,TN,Parking,,,0,yes,2.60,2.60,90bd1cac-0e11-4fbc-a409-9e3bab4dde15
Park ATX,,TX,Parking,,,0,yes,2.40,2.40,f45f5eed-316f-4c56-a547-e434c378b92f
DC District Department of Transportation,,TN,Government Services,,,0,yes,2.30,2.30,a175db04-e430-4ebc-892d-285c307c96ed
Civil Affairs,,TN,Government Services,,,0,yes,2.21,2.21,a1513173-808f-48a3-94b2-c19e082fb02a
Parking Meter USA,,TN,Parking,,,0,yes,1.60,1.60,5cf8e22d-2c14-4e21-842b-cca47ebbedab
San Lucas Parking,,FL,Parking,,,0,yes,1.35,1.35,f07f4247-a449-4a44-a6ef-1bab46c9b72e
Pura Vida Home & Gift,,FL,Restaurants,,,0,yes,1.07,1.07,2366a1a1-3f3f-4ce9-a550-d67fc93b4100
MedRock Pharmacy,,FL,Supermarkets and Grocery Stores,,,1,yes,1.00,1.00,cc7ec1bc-d1ca-45eb-a5d6-cd46fe4402e3
Baltimore County Revenue Authority,,TN,Parking,,,0,yes,1.00,1.00,44c47d1d-6a2e-4d46-9115-11e83402738b
Google Cloud,,TN,SaaS / Software,,,0,yes,0.22,0.22,cbeaa481-5cd6-4d20-af2c-5cc8cd3a0375
McFlamingo,,FL,Restaurants,,,0,yes,0.00,0.00,4097fddb-869a-483e-a2d2-ce08295f0019
Specialized Rx,,FL|TX,General Merchandise,,YES,1,yes,0.00,0.00,6ece7d4e-3722-44c2-a6e4-0d2a81ec8aa5|0872c86a-fba8-442f-a453-2fb7cf84c1c6
"Associated Paper and Supply of FL, Inc.",ASSOCIATED PAPER & SUPPLY OF FL INC,FL,,C_CORPORATION,YES,1,yes,0.00,0.00,b27661df-094a-4ccb-badd-b3f404335e43
Roth Med,,FL,Professional Services,,,0,yes,0.00,0.00,a77de7b9-3be0-49b0-bc70-e15d58f3f190
Bayshore Mediterranean Grill,,FL,Restaurants,,,0,yes,0.00,0.00,82365244-23b8-43da-bdfe-b3a158fee22b
Apple,,FL,Electronics,,,0,yes,0.00,0.00,3f6c360d-e49e-4d08-8d81-bbb3f6abc737
Mango's Cantina & Grill,,FL,Restaurants,,,0,yes,0.00,0.00,153445dd-aebf-4581-a46c-1160b09dd434
Trinity Episcopal Cathedral,,FL,Religious Organizations,,,0,yes,0.00,0.00,f5b9a335-156d-45fb-9eeb-b6094e6f2434
Marathon Petroleum,,FL,Fuel and Gas,,,0,yes,0.00,0.00,0f28c114-a299-46c2-9ed1-60139eee9beb
Next Stop Brunch,,FL,Restaurants,,,0,yes,0.00,0.00,fe4669ab-a825-47ec-a187-17615b43d331
Winding Creek Village Condo Association,,FL,Office,,,1,yes,0.00,0.00,cf56d1bd-188c-4d36-b96c-e08922f0452d
Yesway,,FL,Fuel and Gas,,,0,yes,0.00,0.00,c1fe96a0-cdae-49a0-9cd6-e3e71905772e
Microsoft Store,,FL,SaaS / Software,,,0,yes,0.00,0.00,0997535f-477f-48ef-bb3b-c5918a366785
"Rick Barnes, Tarrant County Tax Assessor-Collector",,FL,Taxes and tax preparation,,,1,yes,0.00,0.00,6d37cb86-53ed-4cd5-8e2e-ba1fdcb60981
Fire-N-Smoke Wood Fired Kitchen,,FL,Restaurants,,,0,yes,0.00,0.00,a1a5bdd7-b2ce-40c8-a06a-2694846f3594
Kincaid's,,FL,Restaurants,,,0,yes,0.00,0.00,cf2609c5-9bc7-4722-a07a-c1e8e4f9223f
Executive Parking Systems,,FL,Parking,,,0,yes,0.00,0.00,b74405d2-1143-45b2-b65e-215089f09011
Days Inn,,FL,Lodging,,,0,yes,0.00,0.00,cb49fb6b-c75d-429d-a0a2-ebbbe136f96b
Amazon Fresh,,FL,Supermarkets and Grocery Stores,,,0,yes,0.00,0.00,612dcd44-ec10-47a1-8c6d-da0d294478ec
E-ZPass,,FL,Travel Misc,,,0,yes,0.00,0.00,8574c3e4-15ab-41f6-8a94-b4c362074085
Minuteman Press,,FL,Office,,,0,yes,0.00,0.00,b86f839e-60ba-43b8-a68b-44b1a5306f43
Dallas Ft. Worth Hospital,,FL,Education,,,0,yes,0.00,0.00,e813ae7d-d2b6-4076-b68d-73992d9175d9
Big Mikes Burgers,,FL,Restaurants,,,0,yes,0.00,0.00,0aa4ad0d-a735-4592-b3d3-b2bbd0df64c3
App Verif,,FL,SaaS / Software,,,0,yes,0.00,0.00,bf86a2e5-fe5d-4a99-9a01-bbe1c3b009e1
Dublin,,FL|TN,Fuel and Gas,,,0,yes,0.00,0.00,1ce78059-f061-4bfb-9da4-3e9e18889794|06cc47b8-779c-4ef8-a69a-351a94f10c5e
Isla Verde,,FL,Fuel and Gas,,,0,yes,0.00,0.00,43a448bf-6620-48fa-a935-beabf86a3345
Peak Technologies,,FL,Electronics,,,0,yes,0.00,0.00,10dab265-dca1-4f29-9f44-b08bd03bbeac
Hospital Pharmaceutical Real Value - AutoPay CC,,FL,Medical,,,1,yes,0.00,0.00,51998c38-c523-4a07-89f4-fc745d493a27
Goodfella's Pizzeria,,TN,Restaurants,,,0,yes,0.00,0.00,fb42e391-51b5-4223-a245-002f9b80c6ff
Tripleseat,,TN,Entertainment,,,0,yes,0.00,0.00,51da7459-97c5-467a-a889-6561fc48dac5
Goodfellas Pizzeria,,TN,Restaurants,,,0,yes,0.00,0.00,41fbf614-d7b4-4cb8-9c20-7f1a90a78c92
PrimeRx,,TN|TX,Supermarkets and Grocery Stores,,,0,yes,0.00,0.00,4717c253-2962-4252-83ec-f3e82b5ef5c9|0b88d909-b491-4ed3-9e09-0bb9c86e55e0
google pay,,TN,SaaS / Software,,,0,yes,0.00,0.00,63bf3dd4-df30-400e-9927-6591e9c7e487
Ramp,,TN,SaaS / Software,,,0,yes,0.00,0.00,d8096a87-36f3-4bd9-933b-c1844d6f8279
Print Gr,,TN,Professional Services,,,0,yes,0.00,0.00,a4f693ab-4439-4498-af4d-6e0f5ee73d38
ChowNow,,TN,Restaurants,,,0,yes,0.00,0.00,2dee0626-6ca7-4007-85ba-0b7391f820fd
BeyondMenu,,TN,Restaurants,,,0,yes,0.00,0.00,61848975-6525-4087-ba6a-393f16360847
Olo,,TN|TX,Professional Services,,,0,yes,0.00,0.00,a26ffb3d-4109-4c1e-8e32-0bd4b21d1a1e|fd541051-3c6c-450a-b24b-24bf5d6d01b1
Shop Pay,,TN,SaaS / Software,,,0,yes,0.00,0.00,4398dab2-f2cc-490c-8e65-cbc3dbc9f9e2
Pmusa Tolling,,TN,Parking,,,0,yes,0.00,0.00,dcae4ab5-7df9-48ac-83c3-f637ec025cd9
DHL,,TN,Shipping,,,0,yes,0.00,0.00,7d7e67fc-7fa3-48fd-a7d5-42c5225e3d41
Rentalcover,,TN,Insurance,,,0,yes,0.00,0.00,73a2b9c2-7cc4-4e95-b789-9b20fcc721f7
Breeze Airways,,TN,Airlines,,,0,yes,0.00,0.00,b25d3bf8-d648-4ac6-ae91-ed3d122a00de
Amazon Pay,,TN,Professional Services,,,0,yes,0.00,0.00,4388b417-34ca-48d4-8b71-9d172ecbb109
RIET,,TN,,,,1,yes,0.00,0.00,52a58761-30ba-4791-8fc5-93f901d85af4
Tru by Hilton,,TN,Lodging,,,0,yes,0.00,0.00,5aed46f1-c976-48b7-95d4-2eec8ca9439a
Google Play,,TN,Internet and Phone,,,0,yes,0.00,0.00,d3f07cef-b731-4095-be3f-02d34c4c43a8
DINORAH ANDUJAR,Dinorah Margarita Andujar,TN,,INDIVIDUAL_SOLE_PROPRIETOR_SINGLE_MEMBER_LLC,YES,1,yes,0.00,0.00,fdbbab85-1dea-435f-b85e-8824eabbbcc0
Darden Restaurants,,TN|TX,Restaurants,,,0,yes,0.00,0.00,7105ebd2-2ebd-40b9-b6ed-5f86492a9072|87792c0f-d183-4acf-b0b4-2ea59c897644
Office Pride,,TN,,,,2,yes,0.00,0.00,23df6962-8e07-46dd-ac3f-434dbd375fff
Cloudbeds,,TN,Lodging,,,0,yes,0.00,0.00,a087eda0-230d-435d-be90-e7945449b4c1
Lunchbox,,TN,SaaS / Software,,,0,yes,0.00,0.00,98173123-dfec-4d94-a772-441d070ed6af
Natl. Assoc. Of Boards Ph,,TN,Professional Services,,,0,yes,0.00,0.00,a5b5b433-4fab-4ed0-bb20-b058c4bd30c3
Upside,,TN,Restaurants,,,0,yes,0.00,0.00,68d53fa5-d364-451e-b671-bef75c9cd41b
Chrome Web Store,,TN|TX,SaaS / Software,,,0,yes,0.00,0.00,a2fa6522-afb1-4460-bddc-cc97d2299217|4927d759-771f-430e-9963-a4c48425b434
Board of Pharmacy,,TN,Education,,,0,yes,0.00,0.00,1289928c-6a27-4fbf-934f-8b2e61b4ad46
"Shaoxing Dalica Cosmetic Packaging Co.,Ltd",,TN,,,YES,0,yes,0.00,0.00,bf1c08b2-be1d-46d8-ba57-dee8c90c482c
Willscot,,TN,"Freight, Moving and Delivery Services",,,0,yes,0.00,0.00,ae92e58f-56e8-4b13-9b22-90f1bdea4cea
TN Secretary of State,,TN,,,YES,0,yes,0.00,0.00,f7ae819b-6f94-4732-9dd9-96fba77bd127
"StarNet Technologies, LLC.",,TN,,,YES,0,yes,0.00,0.00,d7943891-9cdd-4041-89a2-6cfdb4f74b4b
SLJ Profit Consulting LLC,,TN,,,,0,yes,0.00,0.00,75fafd81-99ac-4ad2-b507-3911c42d0f02
Rizwaan Abdulkadir,,TN,,,YES,0,yes,0.00,0.00,06740745-633c-4dc0-a399-b613d1152b46
"Rivertech Heating and Air Conditioning, LLC",,TN,,,,0,yes,0.00,0.00,bf2a905c-16da-4ef6-b887-5753e22ac192
Protoduction 3D,,TN,,,YES,1,yes,0.00,0.00,18629fd9-c58d-4e50-bb66-a384d1d3a5c4
Precision Calibration Systems,,TN,,,YES,0,yes,0.00,0.00,347aee51-016c-471d-aee7-33cdb663b66f
Paychex - Autopay,,TN,,,,0,yes,0.00,0.00,a98ff74a-722b-43e0-bf18-770705703566
"Parleii, LLC",,TN,,,YES,0,yes,0.00,0.00,30a3f113-26e5-48cc-9319-bbf69bf6d645
Open AI,,TN,,,,0,yes,0.00,0.00,7915f754-5da9-4e78-a15c-10a339887136
NC DOR,,TN,,,,0,yes,0.00,0.00,7d9f765c-3063-4e01-a74f-15eb55dfd47f
Medrock TN,,TN,,,,0,yes,0.00,0.00,0222405f-4469-4d9b-b6de-c6706fbf661d
MAUI DERM MEETINGS,,TN,,,,0,yes,0.00,0.00,ac91f1af-780d-4866-a545-c570211a335a
Jacob Pew,,TN,,,YES,0,yes,0.00,0.00,69611329-55ab-4b21-8fe7-60f5cad2497c
InterestPACK Inc.,,TN,General Merchandise,,YES,1,yes,0.00,0.00,a4058e1d-15e8-417a-a60c-70d43b349b6f
Indeed,,TN|TX,,,,0,yes,0.00,0.00,673c18d5-2940-4788-8a49-258c7f319e0f|c35c766a-538c-4d27-a4b4-a93008f9262d
Easy Office Furniture,,TN,,,,0,yes,0.00,0.00,e6807a98-96da-4597-9ed3-c5c7ca329d7c
Colette Ballinger Tax Assessor,,TN,,,YES,0,yes,0.00,0.00,3bfb52ba-0ff3-4cee-810c-326774028a4b
City of Chattanooga - Autopay,,TN,Government Services,,,1,yes,0.00,0.00,65a0b5a7-4487-4c6e-a224-d06c267ac3f1
BlueCross Florida,,TN,,,,0,yes,0.00,0.00,fe00fce0-f663-4582-9557-421260f51cfe
Abdul R Ofoli,,TN,,,YES,0,yes,0.00,0.00,ee847cac-4236-4232-b23a-b7bc63f579eb
3DXTECH,,TN,,,,1,yes,0.00,0.00,4fa34331-f2d0-413a-a109-5c670d2d250b
Select Printing,,TX,General Merchandise,,,0,yes,0.00,0.00,5336ca9f-fa92-4a56-afea-2faef67ae8f2
Pharmsource Wholesale,,TX,,,,1,yes,0.00,0.00,66b49424-7075-4d71-9984-796a8640d21e
Spectrum Pharmaceutical Distributors,,TX,,,,1,yes,0.00,0.00,7304593e-aeb8-47f2-a9d6-6aa6ba24f5ba
Hyatt,,TX,Lodging,,,0,yes,0.00,0.00,0a6d099b-7bad-4ecc-8582-3d3a103b2aa6
WebstaurantStore,,TX,General Merchandise,,,0,yes,0.00,0.00,16fd2a84-6e4b-41af-8df5-e22347da6467
QuickTrip,,TX,,,,0,yes,0.00,0.00,0e6c5197-af38-404b-be6d-9a4c44d6d2b3
Quarters,,TX,,,,0,yes,0.00,0.00,854b4a8b-42e4-4ab6-8057-79230aab405e
Public Storage,,TX,,,,0,yes,0.00,0.00,95229c53-fc9d-44c2-9caa-7c7392f4bba2
Pharmacy Board,,TX,,,,0,yes,0.00,0.00,efb60505-7cbf-4b70-9cf8-b8dca90916f9
Patriot Air Comfort Specialist Inc.,,TX,,,,0,yes,0.00,0.00,c73ee9ea-1c16-4895-968b-e7115ff33092
Paramount Staffing,,TX,Professional Services,,YES,1,yes,0.00,0.00,a86de088-e7a7-4f12-b26d-1f82382fcbbc
Pappadeaux Seafood,,TX,,,,0,yes,0.00,0.00,9900028b-0af0-4482-a4ff-d7ebee95db0a
Papa John's,,TX,,,,0,yes,0.00,0.00,526d2933-78cd-43c5-aad2-0fbe4eaa28c7
Nothing Bundt,,TX,,,,0,yes,0.00,0.00,6d4084fb-e302-4b03-89c9-11442e102fdb
NCPDP Pharm,,TX,,,,0,yes,0.00,0.00,ba1853d6-74bc-4d32-b1be-a623448f1695
NABP,,TX,,,,0,yes,0.00,0.00,d1aebfd0-0dab-445e-bb76-308f3991b5a3
Mudar Chalati,,TX,,,,0,yes,0.00,0.00,95a0e397-22d4-4dd3-9d1c-61af977047b6
MSE Environmental,,TX,Professional Services,,,0,yes,0.00,0.00,dcf8a0bf-ac74-40bc-9e8e-243d1d5bccdc
"Medrock TN, LLC (IC Vendor)",,TX,,,YES,1,yes,0.00,0.00,22897f13-24ce-49e1-9490-9c4f65010434
MedRock Texas Pharmacy LLC,,TX,,,,0,yes,0.00,0.00,5f3a1663-3374-40d6-b363-46db2b156b8e
"Medrock Pharmacy, LLC (IC Vendor)",,TX,,,YES,1,yes,0.00,0.00,8bbd850f-5fd4-4041-abbb-d3bc74b556b5
Winding Creek VI,,TX,,,,0,yes,0.00,0.00,5cb75f51-202c-49cb-9756-584837e4427f
Truist Bank,,TX,,,,0,yes,0.00,0.00,806acdfd-76f1-410e-9a9c-c0f31a9521c3
Touchstone Infusion,,TX,,,,0,yes,0.00,0.00,6f0a0a42-6356-4f3f-bdf8-09605b785ece
Top Rx,,TX,,,,0,yes,0.00,0.00,b80052c4-7fa1-4432-990c-fd0158e9cd9b
Tarrant County,,TX,Government Services,,,0,yes,0.00,0.00,0c35e5b2-d3ef-4387-9a38-ca70e107eb25
Spirit Airlines,,TX,,,,0,yes,0.00,0.00,1682e4c3-747a-4a7c-bcb9-776182ad8e26
Spectrum Comm,,TX,,,,0,yes,0.00,0.00,f551c1a4-8e71-4818-a626-cfd965d4b464
South Pointe,,TX,Medical,,,1,yes,0.00,0.00,e1abe130-f3cd-470a-a595-08d894844564
LOM Construction Service LLC,,TX,,,YES,0,yes,0.00,0.00,1df3087b-ef63-43d2-a378-3aa0b9967279
Insurance Source of Richardson,,TX,,,,0,yes,0.00,0.00,6d95323d-8b41-4897-bc70-3cb8db0cb9f9
HEB,,TX,Supermarkets and Grocery Stores,,,0,yes,0.00,0.00,ddbd8b1a-7540-4878-bfc4-1802cdacf3f1
Groove Transportation LLC.,,TX,,,,0,yes,0.00,0.00,059bf171-b9b3-4230-9906-cce4cbedf7d3
Green Star Properties LLC,,TX,,,,0,yes,0.00,0.00,f40944bc-5c13-4d79-8015-4782c05c0729
"Focas Institute, LLC (IC Vendor)",,TX,,,YES,1,yes,0.00,0.00,4bda36b9-1c67-4712-bbb0-06265c434e37
EZ Cater,,TX,Restaurants,,,0,yes,0.00,0.00,1f7a2e43-50b2-499b-b384-e574b7ad9d93
Expedia.com,,TX,,,,0,yes,0.00,0.00,ffefaca3-cff7-43f1-a8ca-dc10aad36b42
Dropper Bottles,,TX,,,,0,yes,0.00,0.00,e4192379-cf50-448a-b217-fd00d399e4c8
Door Dash,,TX,,,,0,yes,0.00,0.00,b7591834-ffa8-4cfb-ac72-801c159a8012
DMG Corporation,,TX,Advertising,,YES,1,yes,0.00,0.00,c17132c9-e0cf-4670-bf71-db943e76a0cd
Courtyard by Marriot,,TX,,,,0,yes,0.00,0.00,c2ba6696-c41f-4d15-8b7f-c1f5c2d5ecd6
Colette Ballinger Tax Assessor-Collector,,TX,,,YES,0,yes,0.00,0.00,a3ad4fc4-1bd2-43a7-ac0e-0fcde14bd390
Chubb,,TX,Insurance,,,0,yes,0.00,0.00,968ca259-0c1d-4309-97b2-d1bfee5ff149
CC Vendor,,TX,,,,0,yes,0.00,0.00,6c9a97e7-7e5d-4c2c-87a8-5ff33efb3e33
Candlewood Suites,,TX,,,,0,yes,0.00,0.00,2c05a3d5-5932-4eae-9287-a8a2ba2ddb5c
Budget.com,,TX,,,,0,yes,0.00,0.00,386021af-52ce-4887-940b-7354d4f403df
Authnet,,TX,,,,0,yes,0.00,0.00,159d56d7-32a5-469b-90f4-395426c991a4
Atlanta Air,,TX,,,,0,yes,0.00,0.00,65fb2bbc-4553-4798-ad4f-1e7b7a692295
American Express,,TX,,,,0,yes,0.00,0.00,caee5270-57fb-423d-9606-a0d61005ece1
ADT Security,,TX,Professional Services,,,0,yes,0.00,0.00,8331421b-323e-496e-a47c-3eee44a2ef03
ADP,,TX,,,,0,yes,0.00,0.00,45064a1e-52ef-4aee-9ef1-5ee7c5c45dce
Spectrum Laboratory Prod,,FL|TN,General Merchandise,,,0,yes,-0.02,-0.02,a025ff84-3e62-4ae6-8809-0b2dfea1b666|a3a36a71-d2ed-475c-84ee-f6f7ff32d5d2
City BBQ,,TN,Restaurants,,,0,yes,-252.59,-252.59,33b7a68b-1c6c-4937-8eb0-ecba52b5e33a
